Order_ID,Customer_Name,City,State,Category,Product_Name,Quantity,Price_Per_Unit,Total_Amount,Payment_Method,Delivery_Status,Order_Date
ORD01354,Ranbir Bera,Mysuru,Karnataka,Electronics,Laptop,1,58362.8,58362.8,UPI,Shipped,2024-09-18
ORD01355,Ayesha Shetty,Guwahati,Assam,Sports,Yoga Mat,3,48198.69,144596.07,Cash,Delivered,2024-05-13
ORD01356,Suhana Chandra,Delhi,Delhi,Furniture,Wardrobe,3,1789.75,5369.25,Cash,Cancelled,2025-01-28
ORD01357,Mishti Edwin,Kochi,Kerala,Sports,Gym Bag,3,38728.51,116185.53,Net Banking,Shipped,2024-10-02
ORD01358,Nitya Kulkarni,Ahmedabad,Gujarat,Books,Comics,10,84709.25,847092.5,Net Banking,Cancelled,2025-02-19
ORD01359,Tushar Lal,Chennai,Tamil Nadu,Books,Comics,6,91528.17,549169.02,Net Banking,Cancelled,2024-08-04
ORD01360,Divij Tripathi,Ranchi,Jharkhand,Fashion,T-Shirt,5,30038.37,150191.85,UPI,Delivered,2024-07-07
ORD01361,Mishti Srinivasan,Coimbatore,Tamil Nadu,Furniture,Dining Table,3,62737.97,188213.91,UPI,Cancelled,2026-04-05
ORD01362,Rasha Rattan,Ranchi,Jharkhand,Groceries,Milk,7,56959.85,398718.95,Cash,Pending,2025-01-25
ORD01363,Dishani Balan,Noida,Uttar Pradesh,Electronics,Camera,2,15700.17,31400.34,Net Banking,Cancelled,2024-05-26
ORD01364,Dhanuk Bhasin,Jaipur,Rajasthan,Furniture,Sofa,9,52034.82,468313.38,Net Banking,Cancelled,2026-03-09
ORD01365,Navya Sidhu,Lucknow,Uttar Pradesh,Electronics,Laptop,8,22162.45,177299.6,Cash,Shipped,2024-09-05
ORD01366,Aayush Ahuja,Mumbai,Maharashtra,Beauty,Shampoo,4,42857.31,171429.24,Debit Card,Shipped,2025-08-18
ORD01367,Vritika Soni,Visakhapatnam,Andhra Pradesh,Sports,Yoga Mat,5,89265.74,446328.7,Debit Card,Delivered,2025-10-09
ORD01368,Pranay Reddy,Ahmedabad,Gujarat,Electronics,Smart TV,6,69520.79,417124.74,Debit Card,Pending,2025-02-06
ORD01369,Keya Sem,Ranchi,Jharkhand,Books,Biography,7,81280.19,568961.33,Credit Card,Cancelled,2026-02-02
ORD01370,Anahi Ranganathan,Kochi,Kerala,Furniture,Dining Table,8,91897.79,735182.32,Net Banking,Pending,2024-09-02
ORD01371,Shayak Vaidya,Nagpur,Maharashtra,Home Appliances,Washing Machine,10,19754.95,197549.5,Net Banking,Shipped,2024-08-09
ORD01372,Lakshit Kapoor,Chandigarh,Chandigarh,Home Appliances,Microwave,3,7227.76,21683.28,Net Banking,Shipped,2024-12-16
ORD01373,Kavya Chad,Kochi,Kerala,Sports,Cricket Bat,10,62013.74,620137.4,Credit Card,Cancelled,2025-08-29
ORD01374,Heer Dhillon,Vadodara,Gujarat,Sports,Tennis Racket,4,33885.13,135540.52,Debit Card,Delivered,2025-07-19
ORD01375,Shlok Ganesan,Chandigarh,Chandigarh,Sports,Football,6,69357.25,416143.5,UPI,Delivered,2024-09-26
ORD01376,Ehsaan Srinivasan,Visakhapatnam,Andhra Pradesh,Home Appliances,Fan,2,65064.57,130129.14,Debit Card,Cancelled,2026-03-31
ORD01377,Tara Atwal,Chandigarh,Chandigarh,Electronics,Laptop,4,55682.68,222730.72,UPI,Pending,2025-04-20
ORD01378,Gatik Bir,Lucknow,Uttar Pradesh,Books,Comics,8,52161.28,417290.24,Net Banking,Shipped,2026-05-05
ORD01379,Adah Raja,Visakhapatnam,Andhra Pradesh,Beauty,Cream,5,22171.99,110859.95,Credit Card,Pending,2025-02-12
ORD01380,Biju Bahri,Chandigarh,Chandigarh,Sports,Cricket Bat,6,36346.04,218076.24,Credit Card,Delivered,2025-06-27
ORD01381,Lagan Kakar,Bengaluru,Karnataka,Groceries,Snacks,2,45398.53,90797.06,UPI,Pending,2025-05-28
ORD01382,Ivan Barman,Mysuru,Karnataka,Fashion,Jacket,7,30491.61,213441.27,Credit Card,Shipped,2026-04-02
ORD01383,Manikya Karan,Bengaluru,Karnataka,Books,History Book,5,9737.07,48685.35,Cash,Shipped,2025-08-08
ORD01384,Gokul Lad,Surat,Gujarat,Books,Comics,10,8289.33,82893.3,UPI,Pending,2025-07-11
ORD01385,Hunar Gill,Guwahati,Assam,Books,Novel,10,77572.66,775726.6,Credit Card,Pending,2025-01-16
ORD01386,Aarna Som,Bhopal,Madhya Pradesh,Sports,Football,8,17656.99,141255.92,Net Banking,Delivered,2024-10-12
ORD01387,Manikya Sidhu,Bhopal,Madhya Pradesh,Furniture,Bed,9,5142.25,46280.25,UPI,Delivered,2024-08-02
ORD01388,Divyansh Venkataraman,Bengaluru,Karnataka,Books,History Book,8,23091.72,184733.76,Cash,Pending,2024-09-03
ORD01389,Shalv Kale,Kolkata,West Bengal,Furniture,Dining Table,6,94495.46,566972.76,Debit Card,Cancelled,2024-12-02
ORD01390,Indranil Bava,Bengaluru,Karnataka,Electronics,Laptop,5,27766.05,138830.25,Debit Card,Shipped,2026-01-25
ORD01391,Diya Baral,Bengaluru,Karnataka,Furniture,Chair,6,52456.69,314740.14,Debit Card,Cancelled,2024-10-21
ORD01392,Aarav Bala,Ranchi,Jharkhand,Books,Novel,3,26433.1,79299.3,Cash,Delivered,2024-11-27
ORD01393,Tanya Thaker,Indore,Madhya Pradesh,Electronics,Smart TV,4,37642.96,150571.84,Net Banking,Pending,2025-11-16
ORD01394,Kiaan Biswas,Visakhapatnam,Andhra Pradesh,Electronics,Laptop,1,60880.92,60880.92,Cash,Cancelled,2025-04-15
ORD01395,Shaan Rout,Nagpur,Maharashtra,Electronics,Headphones,10,26981.91,269819.1,Debit Card,Cancelled,2025-03-08
ORD01396,Mannat Dhawan,Pune,Maharashtra,Sports,Gym Bag,4,62264.75,249059.0,Credit Card,Shipped,2025-02-07
ORD01397,Shray Bhalla,Jaipur,Rajasthan,Furniture,Bed,3,91826.69,275480.07,Cash,Pending,2024-07-17
ORD01398,Aarna Basu,Nagpur,Maharashtra,Sports,Football,7,19105.98,133741.86,UPI,Cancelled,2024-05-19
ORD01399,Tarini Jaggi,Ahmedabad,Gujarat,Furniture,Chair,2,89831.14,179662.28,UPI,Cancelled,2025-11-14
ORD01400,Jayan Halder,Nagpur,Maharashtra,Beauty,Cream,10,65262.1,652621.0,Net Banking,Pending,2024-06-11
ORD01401,Lakshit Sami,Ahmedabad,Gujarat,Electronics,Camera,4,42151.74,168606.96,Net Banking,Cancelled,2024-11-08
ORD01402,Nakul Bhalla,Patna,Bihar,Groceries,Milk,1,27981.86,27981.86,Credit Card,Pending,2025-01-05
ORD01403,Nishith Tiwari,Ranchi,Jharkhand,Groceries,Snacks,10,72542.11,725421.1,Credit Card,Cancelled,2025-05-28
ORD01404,Shamik Ramachandran,Coimbatore,Tamil Nadu,Furniture,Chair,3,25467.83,76403.49,UPI,Cancelled,2025-08-16
ORD01405,Rania Tiwari,Surat,Gujarat,Sports,Tennis Racket,8,34743.95,277951.6,Debit Card,Pending,2025-07-28
ORD01406,Alia Khatri,Chandigarh,Chandigarh,Electronics,Smart TV,9,85714.05,771426.45,Debit Card,Delivered,2025-04-13
ORD01407,Gokul Dasgupta,Visakhapatnam,Andhra Pradesh,Beauty,Cream,8,35884.05,287072.4,Debit Card,Pending,2024-10-01
ORD01408,Aarush Sidhu,Mumbai,Maharashtra,Groceries,Milk,7,38686.76,270807.32,Credit Card,Shipped,2026-03-28
ORD01409,Neysa Bains,Pune,Maharashtra,Beauty,Shampoo,9,44692.44,402231.96,UPI,Pending,2025-10-09
ORD01410,Arhaan Babu,Delhi,Delhi,Beauty,Cream,6,99220.74,595324.44,UPI,Pending,2025-05-17
ORD01411,Ivan Ramaswamy,Chennai,Tamil Nadu,Books,Novel,1,38651.91,38651.91,UPI,Shipped,2026-03-23
ORD01412,Tara Sodhi,Kochi,Kerala,Fashion,Jeans,4,11691.3,46765.2,Credit Card,Delivered,2025-09-10
ORD01413,Kartik Samra,Coimbatore,Tamil Nadu,Electronics,Mobile,8,85218.68,681749.44,Debit Card,Shipped,2025-03-19
ORD01414,Elakshi Subramaniam,Delhi,Delhi,Furniture,Chair,6,91715.97,550295.82,Cash,Pending,2026-05-06
ORD01415,Vaibhav Jani,Mysuru,Karnataka,Electronics,Smart TV,9,15530.49,139774.41,Credit Card,Delivered,2025-01-18
ORD01416,Pranay Koshy,Ahmedabad,Gujarat,Fashion,Jeans,1,70152.01,70152.01,Credit Card,Pending,2025-01-27
ORD01417,Kimaya Kala,Vadodara,Gujarat,Fashion,Jeans,2,88828.81,177657.62,Cash,Cancelled,2025-05-31
ORD01418,Purab Dubey,Vadodara,Gujarat,Furniture,Wardrobe,5,57058.41,285292.05,Credit Card,Cancelled,2026-02-25
ORD01419,Sana Basak,Surat,Gujarat,Fashion,Watch,8,88655.78,709246.24,Net Banking,Cancelled,2024-06-25
ORD01420,Jayesh Chhabra,Vadodara,Gujarat,Electronics,Camera,6,58825.0,352950.0,Net Banking,Delivered,2025-05-29
ORD01421,Shanaya Dani,Kochi,Kerala,Sports,Cricket Bat,4,56813.29,227253.16,Net Banking,Shipped,2025-07-25
ORD01422,Rania Tak,Mumbai,Maharashtra,Groceries,Snacks,1,51469.26,51469.26,Cash,Delivered,2024-12-11
ORD01423,Sumer Datta,Mysuru,Karnataka,Groceries,Snacks,10,81891.56,818915.6,UPI,Cancelled,2025-01-22
ORD01424,Advik Shukla,Kolkata,West Bengal,Groceries,Snacks,9,88104.39,792939.51,UPI,Delivered,2024-05-23
ORD01425,Navya Konda,Guwahati,Assam,Fashion,Shoes,4,84916.01,339664.04,UPI,Cancelled,2025-09-16
ORD01426,Anya Deo,Coimbatore,Tamil Nadu,Sports,Yoga Mat,1,22836.7,22836.7,Credit Card,Pending,2025-08-28
ORD01427,Hridaan Chana,Vadodara,Gujarat,Fashion,Jeans,4,67602.14,270408.56,Cash,Delivered,2026-03-01
ORD01428,Biju Chander,Ranchi,Jharkhand,Beauty,Face Wash,3,20182.62,60547.86,Credit Card,Cancelled,2024-12-19
ORD01429,Ishaan Handa,Ranchi,Jharkhand,Fashion,Shoes,3,76759.61,230278.83,Credit Card,Shipped,2025-03-07
ORD01430,Zain Sani,Chennai,Tamil Nadu,Books,Science Book,4,51955.8,207823.2,UPI,Shipped,2025-09-20
ORD01431,Indranil Bajwa,Bengaluru,Karnataka,Furniture,Bed,7,49645.87,347521.09,Net Banking,Shipped,2025-03-15
ORD01432,Mohanlal Kakar,Visakhapatnam,Andhra Pradesh,Sports,Cricket Bat,9,90932.08,818388.72,Debit Card,Cancelled,2025-08-31
ORD01433,Fateh Jhaveri,Noida,Uttar Pradesh,Home Appliances,AC,5,8553.93,42769.65,Cash,Cancelled,2025-04-22
ORD01434,Mamooty Reddy,Jaipur,Rajasthan,Books,Novel,7,31290.67,219034.69,Credit Card,Cancelled,2025-11-06
ORD01435,Parinaaz De,Jaipur,Rajasthan,Fashion,Watch,1,36849.33,36849.33,Credit Card,Pending,2024-09-25
ORD01436,Fateh Dara,Surat,Gujarat,Furniture,Bed,7,25457.96,178205.72,Cash,Pending,2025-10-19
ORD01437,Nishith Khurana,Chandigarh,Chandigarh,Books,Science Book,5,83498.86,417494.3,Net Banking,Cancelled,2025-08-21
ORD01438,Vritika Koshy,Kochi,Kerala,Home Appliances,AC,5,34434.05,172170.25,Credit Card,Pending,2025-07-30
ORD01439,Kiara Lall,Chandigarh,Chandigarh,Beauty,Cream,3,7237.45,21712.35,Credit Card,Delivered,2026-03-22
ORD01440,Hunar Soman,Kochi,Kerala,Beauty,Shampoo,8,99303.8,794430.4,Credit Card,Delivered,2025-05-17
ORD01441,Sumer Sarma,Ranchi,Jharkhand,Home Appliances,Refrigerator,1,62193.19,62193.19,UPI,Cancelled,2026-04-26
ORD01442,Indranil Bumb,Jaipur,Rajasthan,Electronics,Smart TV,1,2676.14,2676.14,Debit Card,Cancelled,2026-03-26
ORD01443,Vritika Anand,Vadodara,Gujarat,Sports,Football,6,96578.87,579473.22,Net Banking,Pending,2025-02-17
ORD01444,Zeeshan Chadha,Mumbai,Maharashtra,Books,Comics,3,38445.57,115336.71,Credit Card,Delivered,2026-03-11
ORD01445,Vivaan Bali,Surat,Gujarat,Beauty,Perfume,7,24484.93,171394.51,Cash,Delivered,2024-08-27
ORD01446,Divij Deol,Nagpur,Maharashtra,Sports,Cricket Bat,10,23560.88,235608.8,UPI,Cancelled,2025-10-13
ORD01447,Akarsh Behl,Nagpur,Maharashtra,Fashion,Jacket,7,91295.24,639066.68,UPI,Shipped,2025-02-08
ORD01448,Saira Varma,Guwahati,Assam,Home Appliances,Fan,6,26080.16,156480.96,Credit Card,Delivered,2025-07-17
ORD01449,Advik Virk,Lucknow,Uttar Pradesh,Groceries,Juice,2,5216.85,10433.7,Net Banking,Shipped,2024-11-06
ORD01450,Kartik Baria,Visakhapatnam,Andhra Pradesh,Groceries,Rice,1,84698.74,84698.74,Debit Card,Shipped,2025-09-19
ORD01451,Riaan Gola,Pune,Maharashtra,Fashion,T-Shirt,8,85304.21,682433.68,UPI,Delivered,2026-01-04
ORD01452,Zaina Varma,Bengaluru,Karnataka,Beauty,Perfume,5,88802.74,444013.7,Credit Card,Delivered,2024-12-06
ORD01453,Yasmin Srivastava,Noida,Uttar Pradesh,Sports,Gym Bag,5,64902.02,324510.1,Debit Card,Pending,2025-03-25
ORD01454,Nakul Balan,Ranchi,Jharkhand,Beauty,Lipstick,1,32104.85,32104.85,Net Banking,Shipped,2025-05-28
ORD01455,Keya Mangal,Kolkata,West Bengal,Books,Science Book,1,49789.76,49789.76,Debit Card,Delivered,2024-09-05
ORD01456,Jivika Chandran,Guwahati,Assam,Fashion,Jeans,10,42956.73,429567.3,Cash,Cancelled,2025-08-27
ORD01457,Miraan Hora,Patna,Bihar,Beauty,Cream,8,77944.12,623552.96,Cash,Cancelled,2025-10-15
ORD01458,Prisha Singhal,Mysuru,Karnataka,Books,History Book,4,22471.86,89887.44,UPI,Shipped,2025-12-02
ORD01459,Amira Andra,Ahmedabad,Gujarat,Electronics,Laptop,10,46675.79,466757.9,Debit Card,Shipped,2024-11-24
ORD01460,Charvi Shetty,Ranchi,Jharkhand,Fashion,Shoes,9,55311.93,497807.37,Credit Card,Pending,2025-03-07
ORD01461,Vidur Swamy,Ranchi,Jharkhand,Electronics,Mobile,2,58811.17,117622.34,UPI,Pending,2025-08-31
ORD01462,Divij Sinha,Ranchi,Jharkhand,Sports,Football,4,43960.01,175840.04,Credit Card,Delivered,2025-05-17
ORD01463,Ivan Ramakrishnan,Patna,Bihar,Electronics,Mobile,8,28361.08,226888.64,Cash,Pending,2024-05-06
ORD01464,Madhav Karpe,Chennai,Tamil Nadu,Fashion,Jeans,9,30992.07,278928.63,Debit Card,Pending,2026-01-31
ORD01465,Kabir Sagar,Indore,Madhya Pradesh,Fashion,T-Shirt,4,69559.11,278236.44,Credit Card,Cancelled,2026-01-16
ORD01466,Indranil Issac,Guwahati,Assam,Groceries,Snacks,6,92378.42,554270.52,Credit Card,Pending,2024-10-27
ORD01467,Onkar Shanker,Delhi,Delhi,Electronics,Laptop,3,96585.96,289757.88,Net Banking,Cancelled,2025-09-25
ORD01468,Aayush Saha,Chandigarh,Chandigarh,Books,Novel,7,27312.12,191184.84,Net Banking,Pending,2025-05-21
ORD01469,Kismat Dhar,Bhopal,Madhya Pradesh,Electronics,Mobile,6,77205.42,463232.52,Net Banking,Shipped,2024-10-06
ORD01470,Heer Khare,Guwahati,Assam,Books,Comics,9,64490.09,580410.81,Net Banking,Cancelled,2024-07-09
ORD01471,Jivika Agrawal,Lucknow,Uttar Pradesh,Fashion,Jacket,8,13071.98,104575.84,Debit Card,Shipped,2025-03-31
ORD01472,Jhanvi Hans,Ahmedabad,Gujarat,Electronics,Smart TV,2,5984.39,11968.78,Debit Card,Cancelled,2026-02-03
ORD01473,Saira Chowdhury,Bhopal,Madhya Pradesh,Sports,Gym Bag,4,88160.61,352642.44,Net Banking,Delivered,2026-01-03
ORD01474,Oorja Badami,Mysuru,Karnataka,Electronics,Mobile,1,85024.4,85024.4,Net Banking,Pending,2024-11-24
ORD01475,Charvi Dhar,Visakhapatnam,Andhra Pradesh,Beauty,Face Wash,9,84886.86,763981.74,Net Banking,Shipped,2025-12-15
ORD01476,Samiha Buch,Ranchi,Jharkhand,Books,Novel,2,68485.82,136971.64,UPI,Delivered,2024-06-10
ORD01477,Lagan Raval,Bhopal,Madhya Pradesh,Sports,Yoga Mat,6,38757.27,232543.62,Debit Card,Delivered,2025-05-07
ORD01478,Lakshit Kata,Patna,Bihar,Home Appliances,Fan,2,37533.17,75066.34,Net Banking,Pending,2026-03-19
ORD01479,Kiaan Bora,Kochi,Kerala,Furniture,Sofa,4,21119.43,84477.72,Net Banking,Pending,2026-03-20
ORD01480,Miraya Samra,Coimbatore,Tamil Nadu,Furniture,Wardrobe,8,41748.33,333986.64,Cash,Delivered,2024-12-10
ORD01481,Renee Batta,Jaipur,Rajasthan,Books,Biography,3,79388.21,238164.63,Credit Card,Pending,2025-11-18
ORD01482,Krish Barad,Chandigarh,Chandigarh,Electronics,Smart TV,5,29940.13,149700.65,Debit Card,Cancelled,2026-01-17
ORD01483,Indrajit Maharaj,Nagpur,Maharashtra,Sports,Football,8,87237.04,697896.32,Credit Card,Pending,2025-04-02
ORD01484,Kavya Dhawan,Delhi,Delhi,Electronics,Mobile,5,90803.94,454019.7,Net Banking,Pending,2024-10-25
ORD01485,Aayush Mani,Mumbai,Maharashtra,Beauty,Cream,4,13626.97,54507.88,Debit Card,Shipped,2024-09-17
ORD01486,Navya Magar,Mumbai,Maharashtra,Beauty,Shampoo,7,58256.93,407798.51,UPI,Delivered,2025-02-20
ORD01487,Piya Bandi,Nagpur,Maharashtra,Electronics,Headphones,4,46532.03,186128.12,Credit Card,Shipped,2025-10-06
ORD01488,Anahita Agrawal,Vadodara,Gujarat,Books,Science Book,3,67407.37,202222.11,Debit Card,Shipped,2025-04-16
ORD01489,Ahana  Arya,Lucknow,Uttar Pradesh,Furniture,Sofa,2,71312.43,142624.86,Debit Card,Shipped,2025-05-31
ORD01490,Oorja Balay,Chennai,Tamil Nadu,Furniture,Bed,9,9619.17,86572.53,Cash,Delivered,2025-08-11
ORD01491,Miraya Shere,Lucknow,Uttar Pradesh,Groceries,Oil,3,97253.56,291760.68,UPI,Pending,2025-02-01
ORD01492,Jayant Bora,Hyderabad,Telangana,Sports,Tennis Racket,8,1510.63,12085.04,Net Banking,Pending,2026-03-01
ORD01493,Zeeshan Seshadri,Noida,Uttar Pradesh,Electronics,Headphones,2,92101.97,184203.94,UPI,Cancelled,2025-03-03
ORD01494,Ishaan Shah,Ranchi,Jharkhand,Books,Novel,2,9233.13,18466.26,Cash,Pending,2025-06-03
ORD01495,Himmat Chakraborty,Bhopal,Madhya Pradesh,Beauty,Perfume,10,21980.9,219809.0,Cash,Shipped,2025-06-14
ORD01496,Tejas Koshy,Kolkata,West Bengal,Groceries,Juice,4,94302.97,377211.88,Cash,Pending,2025-12-18
ORD01497,Rati Varkey,Kolkata,West Bengal,Groceries,Milk,2,63784.13,127568.26,Credit Card,Pending,2024-11-10
ORD01498,Jayesh Dutta,Vadodara,Gujarat,Sports,Football,9,9108.21,81973.89,Net Banking,Delivered,2025-10-01
ORD01499,Anay Grewal,Mysuru,Karnataka,Fashion,T-Shirt,4,433.08,1732.32,Net Banking,Shipped,2025-10-18
ORD01500,Divyansh Sura,Patna,Bihar,Sports,Tennis Racket,3,22947.17,68841.51,Net Banking,Cancelled,2025-04-16
ORD01501,Aarna Sodhi,Bhopal,Madhya Pradesh,Beauty,Lipstick,6,47997.65,287985.9,Net Banking,Delivered,2024-06-25
ORD01502,Dhanuk Sidhu,Surat,Gujarat,Furniture,Wardrobe,3,31454.41,94363.23,Debit Card,Cancelled,2025-03-24
ORD01503,Prisha Ratta,Bengaluru,Karnataka,Groceries,Snacks,10,37913.98,379139.8,Cash,Pending,2025-11-22
ORD01504,Reyansh Chakrabarti,Mumbai,Maharashtra,Books,Science Book,6,29322.6,175935.6,UPI,Cancelled,2025-01-30
ORD01505,Riaan Zacharia,Bhopal,Madhya Pradesh,Home Appliances,Microwave,10,48287.09,482870.9,UPI,Shipped,2025-02-16
ORD01506,Armaan Sarma,Visakhapatnam,Andhra Pradesh,Books,History Book,5,44545.93,222729.65,Credit Card,Pending,2026-04-19
ORD01507,Sahil Venkatesh,Pune,Maharashtra,Electronics,Smart TV,3,22413.53,67240.59,Cash,Delivered,2025-03-21
ORD01508,Shanaya Venkatesh,Indore,Madhya Pradesh,Beauty,Cream,1,69446.55,69446.55,Cash,Cancelled,2025-02-26
ORD01509,Samiha Shroff,Indore,Madhya Pradesh,Sports,Football,7,10197.06,71379.42,Debit Card,Shipped,2025-06-22
ORD01510,Eva Chawla,Bhopal,Madhya Pradesh,Books,Science Book,3,58731.07,176193.21,Debit Card,Delivered,2024-08-05
ORD01511,Kabir Dyal,Noida,Uttar Pradesh,Home Appliances,AC,4,72234.29,288937.16,Cash,Delivered,2025-10-08
ORD01512,Riya Saini,Lucknow,Uttar Pradesh,Furniture,Dining Table,2,8334.67,16669.34,Debit Card,Pending,2025-05-30
ORD01513,Ivan Raman,Kochi,Kerala,Groceries,Juice,8,5865.44,46923.52,Net Banking,Pending,2025-10-12
ORD01514,Damini Bhatti,Chennai,Tamil Nadu,Electronics,Camera,1,57461.13,57461.13,Debit Card,Pending,2024-09-13
ORD01515,Shanaya Rama,Mumbai,Maharashtra,Books,Biography,1,95929.08,95929.08,Credit Card,Cancelled,2024-07-16
ORD01516,Myra Dewan,Kochi,Kerala,Books,Biography,3,98200.88,294602.64,UPI,Shipped,2024-05-27
ORD01517,Prisha Divan,Bengaluru,Karnataka,Home Appliances,Microwave,1,23617.56,23617.56,Debit Card,Cancelled,2025-09-17
ORD01518,Samar Cherian,Ahmedabad,Gujarat,Home Appliances,Microwave,1,39517.88,39517.88,UPI,Cancelled,2025-09-27
ORD01519,Farhan Varkey,Delhi,Delhi,Beauty,Cream,9,8559.9,77039.1,Cash,Delivered,2025-12-14
ORD01520,Sana Ghose,Pune,Maharashtra,Furniture,Wardrobe,8,4395.71,35165.68,Credit Card,Pending,2025-09-22
ORD01521,Pranay Dash,Vadodara,Gujarat,Sports,Football,2,54191.24,108382.48,Debit Card,Delivered,2025-12-21
ORD01522,Uthkarsh Sharma,Bengaluru,Karnataka,Groceries,Rice,1,98127.15,98127.15,UPI,Shipped,2025-08-01
ORD01523,Mishti Basu,Surat,Gujarat,Beauty,Perfume,10,73404.09,734040.9,Credit Card,Shipped,2025-11-04
ORD01524,Aaryahi Vasa,Kolkata,West Bengal,Home Appliances,Microwave,10,39338.54,393385.4,Net Banking,Shipped,2024-05-22
ORD01525,Alisha Dutta,Mysuru,Karnataka,Beauty,Lipstick,4,21312.32,85249.28,Cash,Shipped,2025-06-07
ORD01526,Miraya Sabharwal,Kochi,Kerala,Beauty,Shampoo,10,12222.77,122227.7,Net Banking,Pending,2025-03-08
ORD01527,Jivika Mahal,Lucknow,Uttar Pradesh,Fashion,Jacket,2,26471.32,52942.64,Cash,Cancelled,2025-02-10
ORD01528,Riaan Dada,Nagpur,Maharashtra,Beauty,Shampoo,10,71990.26,719902.6,Debit Card,Cancelled,2024-05-17
ORD01529,Madhav Lata,Ranchi,Jharkhand,Furniture,Chair,4,60174.1,240696.4,Debit Card,Cancelled,2025-11-02
ORD01530,Urvi Rajan,Surat,Gujarat,Electronics,Headphones,2,76134.51,152269.02,Cash,Pending,2026-02-02
ORD01531,Himmat Viswanathan,Hyderabad,Telangana,Books,Biography,3,15931.39,47794.17,Debit Card,Delivered,2025-09-14
ORD01532,Shray Jani,Chandigarh,Chandigarh,Fashion,Jacket,1,77191.95,77191.95,UPI,Shipped,2024-10-29
ORD01533,Manjari Reddy,Chandigarh,Chandigarh,Furniture,Wardrobe,5,75670.14,378350.7,Debit Card,Delivered,2025-08-12
ORD01534,Pranay Buch,Chandigarh,Chandigarh,Home Appliances,Microwave,10,21022.83,210228.3,Debit Card,Cancelled,2025-04-22
ORD01535,Rasha Kuruvilla,Lucknow,Uttar Pradesh,Electronics,Mobile,6,49828.05,298968.3,Cash,Shipped,2024-11-29
ORD01536,Vihaan Venkataraman,Mumbai,Maharashtra,Furniture,Chair,2,45150.31,90300.62,Net Banking,Delivered,2024-09-04
ORD01537,Manikya Bumb,Kochi,Kerala,Books,Biography,3,52328.22,156984.66,Credit Card,Shipped,2024-08-27
ORD01538,Anay Gera,Coimbatore,Tamil Nadu,Beauty,Shampoo,8,93474.14,747793.12,Cash,Shipped,2024-10-25
ORD01539,Trisha Trivedi,Mysuru,Karnataka,Beauty,Shampoo,10,18738.97,187389.7,Cash,Pending,2024-11-11
ORD01540,Nishith Jayaraman,Bhopal,Madhya Pradesh,Sports,Football,3,33096.84,99290.52,Cash,Shipped,2024-10-29
ORD01541,Ahana  Comar,Coimbatore,Tamil Nadu,Groceries,Rice,6,43241.51,259449.06,Debit Card,Delivered,2025-04-26
ORD01542,Shamik Gola,Ranchi,Jharkhand,Furniture,Sofa,1,40201.41,40201.41,Credit Card,Pending,2025-03-08
ORD01543,Advika Wable,Chennai,Tamil Nadu,Fashion,T-Shirt,8,14813.2,118505.6,Net Banking,Shipped,2026-03-03
ORD01544,Himmat Sankar,Hyderabad,Telangana,Home Appliances,AC,8,1593.1,12744.8,UPI,Cancelled,2026-03-24
ORD01545,Bhavin Chaudhry,Noida,Uttar Pradesh,Fashion,T-Shirt,3,46047.71,138143.13,Debit Card,Cancelled,2024-11-18
ORD01546,Vritika Yohannan,Bengaluru,Karnataka,Sports,Football,4,92079.45,368317.8,Debit Card,Delivered,2025-12-07
ORD01547,Akarsh Chandran,Surat,Gujarat,Furniture,Chair,4,46810.73,187242.92,Debit Card,Delivered,2025-04-03
ORD01548,Elakshi Gandhi,Ranchi,Jharkhand,Electronics,Camera,6,47693.45,286160.7,Debit Card,Pending,2025-02-28
ORD01549,Khushi Sem,Bengaluru,Karnataka,Sports,Cricket Bat,9,62090.46,558814.14,Credit Card,Shipped,2026-03-10
ORD01550,Shayak Ratti,Pune,Maharashtra,Beauty,Lipstick,4,93243.14,372972.56,Credit Card,Pending,2024-09-11
ORD01551,Ivan Chana,Chennai,Tamil Nadu,Fashion,T-Shirt,1,60355.34,60355.34,Debit Card,Delivered,2025-04-11
ORD01552,Advika Bassi,Bengaluru,Karnataka,Electronics,Headphones,4,28424.28,113697.12,Cash,Cancelled,2024-07-02
ORD01553,Ivan Wable,Ranchi,Jharkhand,Electronics,Smart TV,1,63910.68,63910.68,Debit Card,Delivered,2026-02-19
ORD01554,Hrishita Sharma,Ahmedabad,Gujarat,Sports,Gym Bag,6,16675.71,100054.26,Debit Card,Delivered,2025-12-25
ORD01555,Neysa Soman,Chandigarh,Chandigarh,Fashion,Shoes,1,86252.16,86252.16,Cash,Pending,2025-07-19
ORD01556,Aradhya Sani,Mysuru,Karnataka,Books,Science Book,4,51747.98,206991.92,UPI,Delivered,2025-08-11
ORD01557,Mehul Roy,Patna,Bihar,Home Appliances,Washing Machine,10,66342.52,663425.2,Debit Card,Delivered,2025-06-14
ORD01558,Trisha Saraf,Ranchi,Jharkhand,Furniture,Chair,2,60961.19,121922.38,Debit Card,Pending,2025-01-19
ORD01559,Jiya Som,Coimbatore,Tamil Nadu,Electronics,Smart TV,7,12184.08,85288.56,Credit Card,Shipped,2024-12-24
ORD01560,Myra Sarin,Surat,Gujarat,Beauty,Face Wash,10,757.39,7573.9,Debit Card,Pending,2024-07-29
